[2022-05-07 08:34:55,757: INFO/MainProcess] beat: Starting...
[2022-05-16 16:24:18,929: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 4.0 seconds...
[2022-05-16 16:24:22,934: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 6.0 seconds...
[2022-05-16 16:24:28,940: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 8.0 seconds...
[2022-05-16 16:24:36,949: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 10.0 seconds...
[2022-05-16 16:24:46,960: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 12.0 seconds...
[2022-05-16 16:24:58,973: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 14.0 seconds...
[2022-05-16 16:25:12,987: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 16.0 seconds...
[2022-05-16 16:25:29,000: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 18.0 seconds...
[2022-05-16 16:25:47,015: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 20.0 seconds...
[2022-05-16 16:26:07,034: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 22.0 seconds...
[2022-05-16 16:26:29,053: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 24.0 seconds...
[2022-05-16 16:26:53,074: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 26.0 seconds...
[2022-05-16 16:27:19,095: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 28.0 seconds...
[2022-05-16 16:27:47,116: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 30.0 seconds...
[2022-05-16 16:28:17,140: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:28:49,167: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:29:21,192: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:29:53,221: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:30:25,247: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:30:57,271: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:31:29,297: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:32:01,326: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:32:33,353: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:33:05,382: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:33:37,411: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:34:09,440: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:34:41,466: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:35:13,493: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:35:45,521: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:36:17,548: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:36:49,576: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:37:21,603: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:37:53,629: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:38:25,656: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:38:57,683: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:39:29,708: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:40:01,737: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:40:33,764: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:41:05,789: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:41:37,816: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:42:09,845: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:42:41,873: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:43:13,900: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:43:45,928: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:44:17,955: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:44:49,978: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:45:22,003: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:45:54,030: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:46:26,224: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:46:58,253: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:47:30,280: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:48:02,308: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:48:34,334: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:49:06,360: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:49:38,386: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:50:10,413: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:50:42,440: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:51:14,467: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:51:46,495: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:52:18,524: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:52:50,553: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:53:22,581: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:53:54,609: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:54:26,637: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:54:58,664: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:55:30,692: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:56:02,719: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:56:34,748: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:57:06,774: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:57:38,803: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:58:10,829: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:58:42,855: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:59:14,884: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 16:59:46,912: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:00:18,941: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:00:50,969: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:01:22,996: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:01:55,023: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:02:27,050: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:02:59,076: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:03:31,105: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:04:03,133: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:04:35,159: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:05:07,184: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:05:39,211: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:06:11,352: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:06:43,382: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:07:15,409: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:07:47,437: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:08:19,464: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:08:51,491: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:09:23,518: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:09:55,542: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:10:27,569: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:10:59,596: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:11:31,626: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:12:03,653: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:12:35,682: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:13:07,710: ERROR/MainProcess] beat: Connection error: Error 111 connecting to localhost:6379. Connection refused.. Trying again in 32.0 seconds...
[2022-05-16 17:13:40,193: CRITICAL/MainProcess] beat raised exception <class 'kombu.exceptions.OperationalError'>: OperationalError('Error 111 connecting to localhost:6379. Connection refused.')
Traceback (most recent call last):
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 925, in create_channel
    return self._avail_channels.pop()
IndexError: pop from empty list

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 614, in connect
    sock = self.retry.call_with_retry(
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/retry.py", line 45, in call_with_retry
    return do()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 615, in <lambda>
    lambda: self._connect(), lambda error: self.disconnect(error)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 680, in _connect
    raise err
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 668, in _connect
    sock.connect(socket_address)
ConnectionRefusedError: [Errno 111] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 446, in _reraise_as_library_errors
    yield
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 433, in _ensure_connection
    return retry_over_time(
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/utils/functional.py", line 312, in retry_over_time
    return fun(*args, **kwargs)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 877, in _connection_factory
    self._connection = self._establish_connection()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 812, in _establish_connection
    conn = self.transport.establish_connection()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 949, in establish_connection
    self._avail_channels.append(self.create_channel(self))
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 927, in create_channel
    channel = self.Channel(connection)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/redis.py", line 737, in __init__
    self.client.ping()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/commands/core.py", line 1053, in ping
    return self.execute_command("PING", **kwargs)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/client.py", line 1215, in execute_command
    conn = self.connection or pool.get_connection(command_name, **options)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 1386, in get_connection
    connection.connect()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 620, in connect
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 111 connecting to localhost:6379. Connection refused.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/apps/beat.py", line 105, in start_scheduler
    service.start()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 645, in start
    interval = self.scheduler.tick()
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 357, in tick
    self.apply_entry(entry, producer=self.producer)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/utils/objects.py", line 30, in __get__
    return super().__get__(instance, owner)
  File "/usr/lib/python3.10/functools.py", line 981, in __get__
    val = self.func(instance)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 498, in producer
    return self.Producer(self._ensure_connected(), auto_declare=False)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/celery/beat.py", line 481, in _ensure_connected
    return self.connection.ensure_connection(
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 381, in ensure_connection
    self._ensure_connection(*args, **kwargs)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 432, in _ensure_connection
    with ctx():
  File "/usr/lib/python3.10/contextlib.py", line 153, in __exit__
    self.gen.throw(typ, value, traceback)
  File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/connection.py", line 450, in _reraise_as_library_errors
    raise ConnectionError(str(exc)) from exc
kombu.exceptions.OperationalError: Error 111 connecting to localhost:6379. Connection refused.
[2022-05-16 17:13:40,199: WARNING/MainProcess] Traceback (most recent call last):
[2022-05-16 17:13:40,199: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/kombu/transport/virtual/base.py", line 925, in create_channel
[2022-05-16 17:13:40,199: WARNING/MainProcess]     
[2022-05-16 17:13:40,199: WARNING/MainProcess] return self._avail_channels.pop()
[2022-05-16 17:13:40,199: WARNING/MainProcess] IndexError
[2022-05-16 17:13:40,199: WARNING/MainProcess] : 
[2022-05-16 17:13:40,199: WARNING/MainProcess] pop from empty list
[2022-05-16 17:13:40,199: WARNING/MainProcess] 
During handling of the above exception, another exception occurred:
[2022-05-16 17:13:40,199: WARNING/MainProcess] Traceback (most recent call last):
[2022-05-16 17:13:40,199: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 614, in connect
[2022-05-16 17:13:40,199: WARNING/MainProcess]     
[2022-05-16 17:13:40,199: WARNING/MainProcess] sock = self.retry.call_with_retry(
[2022-05-16 17:13:40,199: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/retry.py", line 45, in call_with_retry
[2022-05-16 17:13:40,200: WARNING/MainProcess]     
[2022-05-16 17:13:40,200: WARNING/MainProcess] return do()
[2022-05-16 17:13:40,200: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 615, in <lambda>
[2022-05-16 17:13:40,200: WARNING/MainProcess]     
[2022-05-16 17:13:40,200: WARNING/MainProcess] lambda: self._connect(), lambda error: self.disconnect(error)
[2022-05-16 17:13:40,200: WARNING/MainProcess]   File "/home/nicourrrn/.cache/pypoetry/virtualenvs/course-work-spI8ysbz-py3.10/lib/python3.10/site-packages/redis/connection.py", line 680, in _connect
[2022-05-16 17:13:40,200: WARNING/MainProcess]     
[2022-05-16 17:13:40,200: WARNING/MainProcess] raise err
